hour,day_of_week,temperature,humidity,occupancy,building_type,is_holiday,previous_usage,energy_usage
13,2,21.81722199925633,57.2992052081591,72,Lab,0,24.67543774868739,74.30920698574326
23,6,29.96218852038114,26.179922775546697,5,Lab,0,26.93627321684012,54.8144730714833
9,2,36.78535670765583,59.561239690490545,21,Admin,0,13.422027700153718,54.381834028914966
15,1,31.872914079112263,56.42442233729683,178,Admin,0,10.937277893067993,91.3404505340193
15,4,22.3786164823792,62.843398141435856,195,Library,0,14.70329529835255,74.82073922724692
21,4,20.288349012053246,67.03020404094957,108,Lab,0,23.58013272354665,68.79746927857835
9,2,29.372006025261786,20.0,184,Academic,0,19.771845077210006,90.97820051163218
12,6,28.75261602784348,47.93188662657711,54,Admin,0,10.0405229937604,41.09481493124953
5,3,34.1620454862334,53.66454962450495,228,Lab,0,26.876770593764547,102.35184384207436
11,0,30.74223924342213,50.56941286693258,18,Admin,0,9.628784544148518,36.60288427954103
8,5,25.575800379155677,49.734572437280654,215,Hostel,0,13.632524395673505,67.8865171446881
12,6,25.236426356960422,70.81675340728738,47,Lab,0,23.162744890957477,74.61675781790417
3,3,21.469211497605233,29.031023980490353,159,Lab,1,29.433177223326332,79.14755648646904
23,5,28.64682169139875,50.62774430857419,272,Hostel,0,14.074550156183108,88.82492323661172
10,3,20.977758745833682,51.816153674895844,95,Admin,1,12.047770641107185,41.56856793171688
19,3,32.54995173797262,53.35863904304101,29,Hostel,0,15.786439842232806,55.72049019168227
17,4,30.94577605609432,40.34029017285593,120,Library,0,21.325734817990764,59.669468139075065
10,0,30.787280002363374,87.12619581925802,189,Academic,0,20.24328686117306,111.9964583011077
20,3,21.390864441261037,69.67882920087712,151,Admin,0,7.5273276525443045,61.12085459005729
3,2,27.250182994449318,88.17303114915384,254,Lab,0,29.545805572536523,97.44903646171801
17,5,26.053471896232146,64.60406850197515,190,Library,0,11.928057634186171,68.06116206933953
0,6,28.51403192229713,66.4342138642612,141,Admin,0,10.510681133643917,65.15150138446386
6,4,30.642564404029745,54.93427084970181,245,Academic,0,23.57755880166682,115.53598105160914
5,5,25.43201474782329,78.44624687012039,33,Lab,0,24.994331412347833,68.69761062270922
14,2,25.620082378373887,63.48291987721812,186,Hostel,0,12.283189251106712,77.51548852350821
17,2,31.39963918267659,52.140267305287054,85,Academic,0,20.843904684686564,56.09801789892438
23,3,22.35250018608417,82.69857475441594,160,Admin,0,12.029057858263334,91.40776926705827
10,2,24.26669281789652,35.457735786202164,117,Lab,0,23.919852140812353,85.66485363986709
19,0,28.029184160170203,44.01824491662285,110,Admin,1,14.63279097587178,69.47058377671026
23,2,32.49860186514767,97.15926886369355,57,Academic,0,23.683926905767454,78.06053534748168
14,3,23.156126307954956,65.06055188257908,17,Lab,0,30.163766147581697,79.40883635709852
15,5,36.948494947981914,20.0,139,Academic,0,21.655282592131897,72.86694160174387
6,2,21.246686194171865,70.28398026675399,193,Admin,0,9.896799582604132,79.24100712310391
20,4,35.751394120392824,39.65344590377325,129,Lab,0,22.23416022604895,96.87590185386823
9,6,33.99795074496703,46.38528619131106,211,Lab,0,19.049341606678993,94.13047938339089
11,4,20.849492038751357,93.26410052790898,283,Lab,0,29.09934440464513,123.6093639151664
23,4,19.83898331514495,79.83274337000003,119,Admin,0,12.583706968517856,46.526165229172214
13,5,31.599320844236118,84.97167303753041,41,Library,0,14.74325275642241,37.469770856733064
4,1,26.11299407474365,45.8905168783719,2,Admin,0,6.200095202911816,29.58075712188726
20,6,22.965264751957005,50.633401336076865,228,Hostel,0,10.45069601922153,92.27627560709878
17,4,37.05850604490749,58.27998433887836,228,Library,0,10.70350639937849,97.80131232258856
4,4,22.03048779900225,68.025958445313,140,Admin,0,16.32571581359808,54.42856605988959
2,1,24.365307012139862,49.87024022173935,56,Hostel,1,15.907091185215968,71.29176756399016
22,5,24.958008434510997,83.17559805203665,215,Academic,0,16.082171107413238,103.93112962083646
4,6,14.002755862817573,62.367785901772834,130,Hostel,0,18.90520874884274,61.06089918729908
23,4,28.45683879553326,77.36396673988077,113,Lab,0,23.83357223309583,92.75704054199507
16,3,23.442207223304102,43.30015514481759,190,Library,0,17.04783927843835,65.9606410804945
18,5,32.05268057414869,48.71682141559256,242,Admin,0,13.05485799643575,85.30074577230553
18,6,32.7063136147988,58.68511265282461,293,Admin,0,11.718277944584054,106.24044941591191
20,4,29.158605001070956,48.11325923786771,27,Lab,0,25.090724300923252,72.22189176514394
11,4,29.215233148268247,70.71586598530311,25,Library,0,16.101983817932012,67.92056757244119
8,1,28.81794557183138,71.01471567574976,83,Library,0,15.160062287518999,44.292484501840676
0,6,24.497979076659192,51.414053806188434,201,Lab,0,26.74729845558472,96.6404207518372
17,3,24.925860247754944,64.86956771199863,60,Library,0,16.866357218442346,48.39809273606319
20,5,34.616134738874564,85.62781130294648,184,Lab,0,24.42732417121519,122.73915151127366
3,2,31.676207221448113,70.66896171067704,245,Hostel,0,17.30373554014793,95.67892928694229
9,0,29.030434922525,64.78002183779122,0,Lab,0,23.4888894869204,60.00490167147034
6,3,31.000326631761805,74.42975142407404,242,Admin,0,13.170603390075016,86.56759916820783
21,2,27.694582356101225,80.21230250941258,31,Academic,1,18.98186677800954,52.73156737872925
22,3,28.924733846630392,77.76871429334517,234,Hostel,1,11.393020608308431,103.32829207425927
0,6,30.972584555850524,53.92032094423917,16,Admin,0,11.167745384505052,36.341481399177155
16,2,17.628595898352053,68.5342749980789,88,Hostel,0,12.017515728964561,58.21579906527696
23,6,32.53069459045689,50.529093089287,51,Admin,0,13.976192797580739,63.29962195524435
1,2,32.17170110578553,54.183338635779634,163,Library,0,15.71634371656673,63.126539700718
10,3,24.096558614462715,62.18862429781886,31,Lab,0,30.107656720296433,94.7621873715313
8,1,34.22051258078361,33.27330726517895,197,Admin,0,9.145766536272234,86.40725924425729
6,3,16.913426076696556,60.529647106746204,200,Admin,0,5.409390287754878,61.88149116124716
21,6,29.764765424068763,44.62837936912816,106,Library,0,17.184276447287388,67.85781233763028
16,3,28.199665232781268,37.20834583407794,295,Academic,0,25.167918559494616,123.32902885571193
16,2,26.452644626502803,66.92371092563869,27,Academic,0,21.46638721298802,71.4296313657459
1,0,28.096836637436567,51.08820718941409,286,Lab,0,23.172772708870077,128.49978393327098
5,2,30.913652791637816,58.29980452422263,118,Library,0,12.931239261288036,67.04907714276008
13,4,18.972158730073986,51.45437764185738,30,Hostel,1,20.077499672668885,54.81900950737078
5,3,33.004822951444915,45.7503384432099,153,Admin,0,10.861858663492095,65.2406192123736
1,5,25.948632438095917,56.76355657721424,259,Lab,0,22.955282654711375,86.3869971899794
0,3,33.0772642408734,34.566276292064,106,Academic,0,23.571259161079343,65.63373128741542
9,1,31.217588388249712,53.55641443916884,250,Hostel,0,13.55830055533125,93.17058592762844
20,6,25.844649295288352,84.71099797427713,106,Library,0,9.917939971672132,39.724096887079874
4,5,27.603369018118933,37.00785162115166,116,Admin,0,18.248691414410217,66.35419954123
1,2,27.897102864545676,76.39237451074293,244,Admin,0,13.753219470966084,77.81793853729707
21,1,36.03130190363336,86.30196706652872,78,Academic,0,15.464982072849875,84.50724959239918
15,3,22.297771066149735,43.21737719812579,228,Academic,0,24.187375715791823,97.54531934115602
1,2,25.809635716093464,59.914134375128526,22,Lab,0,22.856500519501246,55.282767636732316
9,2,20.08905974562429,35.504059448268094,196,Admin,0,8.675915094225289,64.91685850339496
1,4,28.61954122818035,33.259443507161365,187,Admin,1,9.324761931255008,63.75244624699829
15,4,24.88245493254833,57.50755019402459,216,Admin,1,17.818522287471957,98.57158101930406
15,0,25.48914246573711,61.13770245713232,246,Admin,0,18.136249362066152,94.22186991063846
18,4,35.423452012993785,46.496273957167574,153,Hostel,0,12.356175167320444,73.6452435024831
6,6,23.883152386932302,38.03509240511101,194,Library,0,21.116857113353397,92.43166817904097
21,5,27.202389759669387,43.241089136757,115,Hostel,0,7.1389854519200755,56.77860533275642
11,2,25.7069985690507,68.36639933997066,195,Library,1,18.742170260506047,93.7163032552921
23,4,26.02084811665036,68.46886378999267,54,Hostel,0,18.092516811195875,59.63625871536819
14,0,41.8589480474582,64.63763591833836,174,Lab,0,30.519323884075035,115.11049821650676
7,3,19.325121515270624,49.215937063126276,143,Library,0,16.2306922734456,80.25508466443475
5,5,31.220342714974784,38.866574541081974,216,Admin,0,13.69823334243386,85.52464498947435
9,4,40.136866921898424,74.69140988509062,256,Library,1,13.848656967260592,77.27300223517167
2,2,33.39542885673593,79.61751864208658,126,Admin,0,12.07544350972998,67.84719512817935
18,3,28.234710827248794,47.12638453890467,172,Lab,0,25.507352521168972,88.30419610186578
16,6,22.136158399374533,52.61649072997186,93,Library,1,15.334843686280767,52.254978859726236
6,2,34.52387167021705,32.99423665359092,218,Academic,0,23.40396982737502,100.2813367977055
20,3,32.6867298904785,63.009060970885905,51,Admin,1,12.64484830649546,45.57855680062922
19,6,20.35153781499173,86.13679331862993,18,Library,0,21.079516881378083,48.34036063338199
3,6,26.398593850194892,69.15446226725346,236,Hostel,0,14.743927717331443,85.61596388835743
13,5,21.969530268609404,88.17997299301204,170,Library,0,22.57393774830753,83.63555799131548
19,2,13.702399806627788,49.144238508845625,274,Admin,0,15.681630079370299,80.55000447004835
21,4,21.853212596908378,35.38577739717965,294,Academic,0,19.739598210102592,114.55779131987346
14,4,28.527196130906855,77.56462004053566,159,Academic,0,20.52379195330233,95.75450913532134
23,0,30.901595886297752,57.57706736074006,239,Hostel,0,11.480040126604145,100.59529301100446
7,3,26.382815234286316,41.604140429756384,64,Lab,0,26.48062033230927,64.11303668206608
20,0,34.8706269625108,83.08481261079581,216,Academic,0,17.052442813211982,101.65734423216185
14,1,33.14719956371976,45.90896231355405,46,Lab,0,29.991108910820483,75.78093639426268
21,4,27.373611814437098,38.20315186996829,73,Admin,1,10.969175396654844,40.911192175405134
19,3,26.736986561894206,64.02415723881339,163,Library,0,17.06694464010288,74.65065000911315
13,5,29.913698093542262,35.47377817132886,197,Lab,0,19.156117443436962,63.96229324955776
8,0,27.910767951032554,70.3352603349465,147,Admin,0,11.198611047710035,55.031682346258776
7,5,20.87157959213752,37.715315321172966,85,Admin,0,10.885015856683037,32.193457456724225
16,5,26.52309007655399,58.77235051994175,8,Admin,0,14.762770203980821,47.60739336522328
1,5,31.32783598937651,59.75019489684975,252,Hostel,0,15.567466559818426,92.53953341173022
23,0,34.57370132410656,58.973775058387915,231,Hostel,0,17.05492337597544,82.65462899344388
2,1,32.80081948402803,35.68459279201884,246,Lab,0,27.327946569671756,117.8804214889417
7,6,29.671513488126294,52.08202878707177,0,Admin,0,15.691669094603533,35.06954646034552
11,6,35.286858212322834,75.60382164006135,266,Lab,0,27.257389053370673,112.03853045618851
0,0,30.119758340316043,51.96974922037451,104,Academic,0,15.871311547537672,40.93663682547766
9,6,27.557249742284945,37.73679485085805,233,Lab,0,25.72906046400576,98.72577017127358
19,2,35.39355784016736,48.3239335129681,256,Library,0,15.883580695899711,98.58362307057023
2,6,31.601293294163874,36.12555207484195,80,Admin,1,2.204433964050647,43.35756696111294
5,4,34.51001546879345,22.274016545482873,122,Lab,0,22.95038925080098,77.85305457264111
6,0,22.061965662371254,52.353386239705365,171,Hostel,0,20.125207649541466,76.09303572854333
19,6,23.698656855353413,56.50015749012707,272,Library,0,15.176350329465794,105.22907875270926
22,0,23.912974627975515,65.48327402176926,246,Lab,0,25.683963372799543,118.84909892489735
17,1,28.908883123973784,62.0104790722771,193,Lab,0,19.464964054173834,81.12051402134792
10,2,37.12174766581148,64.21971123564548,111,Lab,0,21.958297454799826,78.32869820535528
18,0,22.30526563971434,54.383942050244876,22,Hostel,0,15.45300319363786,42.959405903763425
4,4,32.52682502901526,86.91248915653853,201,Lab,0,24.605754693463485,101.05853100653198
18,6,21.987157278759156,42.377486926910336,105,Academic,1,16.673311449066446,61.090827052847544
10,4,38.58759700865518,50.24333078873424,93,Academic,0,23.892145852214608,67.9741085151915
23,6,20.01674169874616,79.87954116424872,24,Academic,0,17.89657342333819,71.7866071623327
11,0,31.701501643807635,49.15133210380019,144,Lab,1,22.097196897994678,86.41925581825365
9,5,32.40187711527288,53.34674084116593,18,Library,0,16.121379745130078,52.10589837280258
7,6,31.10002494450376,61.0627696287717,209,Hostel,0,11.555121261877538,76.8954654778157
23,5,23.61375215010631,72.51191784567055,81,Academic,0,17.55129944951556,76.51443061183865
8,2,22.71828263950387,57.1300465785474,45,Academic,1,19.81668102817753,54.345040726970694
3,4,34.36200313724529,41.74383987309502,34,Library,0,14.06929628517194,53.61062329688882
4,5,33.24203316117485,48.848847420761345,201,Academic,0,14.999240759044428,50.853664980964794
20,4,33.17380403552345,63.10009157353201,22,Hostel,0,15.675699027991115,55.17259339586016
7,6,33.77985995057936,50.573349833898185,299,Library,0,18.59776863989775,108.99886970459877
22,6,20.31959162217047,47.99048534677098,264,Admin,0,11.24821983735425,94.61360968087054
8,2,20.17014475696337,41.02000333704878,186,Hostel,0,15.860494247232957,64.30565516128591
14,6,24.64338096171511,72.90223472894445,297,Hostel,0,12.893284672919528,93.19639801546907
14,2,25.60179297303186,53.176337233715174,189,Lab,0,20.270136699750758,82.77027370555913
15,5,25.068988906963583,53.27144367099053,239,Admin,0,14.68927068343243,95.052622996912
13,6,29.38748986216933,65.19834512059121,126,Admin,0,11.702442149286586,73.63246875753782
7,0,33.5762524664089,34.56459949171775,290,Library,0,16.452992512132017,83.27009486932272
17,3,26.530023956982156,55.629806878016275,110,Academic,0,19.681018643721185,75.5952470682636
9,1,23.923413816660698,77.57982589029227,42,Admin,0,11.455273135929929,36.371786766321044
19,3,32.064615504449726,54.04249766910557,133,Library,0,16.426147498334696,93.2385997791099
5,3,26.59017755785397,58.29273424244028,12,Admin,1,12.4836619973466,43.05799045304343
11,4,28.536624415670595,57.957562659766985,10,Hostel,0,17.790593874198564,45.023169909568516
1,2,26.337633737442037,70.92016557629248,101,Admin,0,13.314448035426919,54.31597239526012
6,4,29.699851797846197,58.01837396531442,196,Academic,0,23.529621315289585,105.17679036583478
15,5,22.930479335035148,92.02877340494004,54,Library,0,20.521125924979554,65.73565242246846
2,1,31.631361129385745,58.46914503642314,182,Academic,0,15.165851168980033,57.59886801278578
12,5,27.836116490211516,48.46370831158756,18,Lab,0,29.83002610661825,87.71549661152535
2,0,24.17841884886088,77.67920246304232,261,Academic,0,21.959292813813438,109.2887573916412
17,1,30.654664931746883,51.839707934444256,8,Academic,0,21.465226700283356,51.30459960322614
10,4,24.173644354610662,46.005978266699834,147,Library,0,18.96870140436848,80.7128848712214
7,6,24.394637010021416,37.173591865617816,24,Hostel,0,13.20560317296086,33.00934769571555
5,6,21.993615506210425,62.18138658887216,71,Admin,0,13.807757162524094,43.82785389132477
0,4,19.482089198635208,48.138095211516855,56,Admin,0,8.826673963927657,33.88699873139945
0,5,30.67142689603921,43.33968438038553,21,Library,0,11.763842681454861,41.38118730487545
22,4,33.8280832455558,46.512803175738085,35,Library,0,17.595062043700388,63.89685238015327
7,4,25.74700137657984,49.55019311041576,178,Hostel,0,13.791598980087008,81.84989692072145
4,3,24.00763744406204,67.49072082895489,67,Hostel,0,13.991266836421374,55.08642721007902
15,0,18.938526103757713,62.25303810903502,0,Lab,0,23.607059219560227,74.35079273015519
10,6,17.133244600521557,52.83189669327411,47,Admin,0,13.173531048344984,61.82731512295892
4,3,31.63365272857674,63.41258797132299,151,Admin,0,10.720980591722283,67.13441435889068
3,4,18.12996098867179,53.40489072914738,196,Lab,1,25.860315793487644,91.90599779165359
5,2,22.280332147012366,58.0984991875742,57,Library,0,14.539947468189832,46.40932657151133
13,3,29.417156591860028,44.99589648694763,47,Admin,0,9.593819522861137,24.36082747428028
21,4,28.44853631342502,45.13444021048103,233,Academic,0,19.37895956424652,99.42283577396834
18,6,29.623511917753614,57.27021351269607,187,Library,1,19.556758035709276,84.1798727605391
8,4,28.034597242442942,57.30385384517134,113,Library,0,14.581108120043417,55.563126673097436
11,0,26.21536573102574,70.16771240181862,89,Hostel,0,13.620129830118987,58.232771688797264
10,5,22.31067162673108,62.48986921341215,168,Lab,0,25.204683601407705,73.35976842095076
13,1,24.829282773638404,47.62079982370298,176,Library,0,14.088672962595943,73.25506819410442
22,3,26.554760619694235,35.798906389797125,191,Hostel,1,17.687723472068317,89.31824915731704
15,3,18.548290988664732,68.23886239118838,132,Academic,0,15.91501589169653,54.805567614103225
0,3,24.068319480613592,59.97506651287894,171,Academic,0,19.743871506029397,90.57755285781701
12,4,26.138907451766038,69.53834198789238,17,Admin,0,9.469468902550332,42.82845130821236
22,0,24.555176220732505,61.881441939612614,250,Lab,0,27.701684378185664,134.01421328471352
20,4,26.287227406253155,82.07443784622032,111,Lab,0,26.401740064592058,97.23831478071402
20,4,31.3436387545064,51.754302427326486,39,Hostel,0,17.546857373116058,62.30724218107576
12,5,31.95742963642614,55.62112401209965,101,Admin,0,14.203664969183079,77.87577031340433
1,2,35.55676573988768,66.85706097752386,173,Lab,0,26.244795107996193,109.97447906612067
3,0,20.4604881831949,67.94523704856805,195,Admin,0,14.233032734520718,94.19844985244583
5,3,25.896274255509663,59.906439330888986,71,Hostel,0,16.50727271949025,53.98000739739049
22,1,34.13789752533562,31.133585498217705,181,Admin,0,9.262497535436015,66.50194345114691
4,3,19.27132042711702,28.480515912819733,240,Library,0,18.31939787969154,74.5314489421086
2,4,22.118853738312566,49.210759601550826,288,Library,0,16.891787769545285,85.7206199141935
0,0,24.92132166514222,55.32722575834005,112,Library,0,17.46840919777672,68.39545167354129
3,6,38.22161901187399,26.980224674192627,162,Library,0,14.777304812823786,97.4940734818538
19,0,23.127336479526335,54.55286181600358,38,Academic,0,17.436947355996576,70.73485335824464
1,0,33.41910320915629,64.76780678354086,234,Academic,0,16.89735555891857,87.35231286619356
4,2,27.860515531649952,54.11200417518146,70,Lab,0,15.775176232018925,66.09580179602733
2,3,22.267729919485607,59.42689829297937,218,Academic,1,17.871984425381218,78.49700001642705
8,2,41.99912073168916,63.81726346686563,4,Admin,1,19.317765010705088,47.846120254387934
19,6,28.973240019529033,30.980978102716524,240,Admin,0,14.467238006597345,80.64666627962701
5,6,29.88101158930058,64.78872731333897,164,Academic,0,20.955382321764947,72.49799366159749
17,5,30.67253774103356,43.99699383029696,0,Admin,1,14.883119024629604,49.98016321719816
5,1,30.28478091086058,51.428406362640025,183,Lab,0,25.219908582287943,110.98494624817234
18,5,38.7603667793103,45.08362225756221,7,Hostel,0,12.824260019538167,56.183869963778676
11,4,36.929719241347954,71.10829624222104,107,Academic,0,19.129294192332825,88.36019742286958
10,2,23.34200928235597,37.413706559921366,184,Library,0,13.791998232162978,81.07001185091383
1,2,38.09362456486119,75.72017902316811,283,Admin,0,10.038895727599309,90.81521029971132
14,5,24.499335235250456,90.87741579463022,153,Admin,0,11.952578834617269,66.71112236379379
11,4,29.611204404412042,31.733198891866053,33,Hostel,0,14.193389962984515,51.21530855632024
11,0,20.742409407858137,46.20919953256005,21,Lab,0,29.978620894640365,53.7152789760523
8,4,33.18303206932476,64.186715878249,147,Admin,0,15.073943165658989,66.33932750027783
20,3,26.46319379326075,40.09825236950938,150,Library,1,11.543356271868408,61.387531777379536
23,5,22.25256181710759,50.92187752135819,66,Hostel,0,13.116640088620137,68.58375495056517
1,4,33.94250507017353,57.638158928787014,77,Admin,0,8.683139644442463,31.095441816463605
21,0,35.181006974526106,44.30768477733648,231,Library,0,8.17503123819602,93.2435783950653
2,4,35.350513908593484,56.229747081057845,38,Admin,0,12.261742763918262,47.094934228007645
11,2,20.38524775307388,69.23104411641597,164,Library,0,17.73166440863869,81.93258881393746
15,1,35.86771460024859,53.825273345557484,98,Hostel,0,14.213991188089475,59.88851996182112
20,2,26.497421597514343,39.42018379707882,128,Lab,0,27.310717311239834,78.82495314207969
23,6,38.25751735461949,72.47329942808565,18,Academic,1,18.99580176985011,67.32101494059822
0,1,31.124768490320783,75.83552013322297,270,Academic,0,16.91677910974171,105.15496386507652
20,6,29.256656302292466,60.528695481803474,0,Lab,0,24.898965092710014,72.14982633062183
2,4,28.04260536369196,40.27311474590695,286,Admin,0,16.10635989326777,93.35931713562097
19,3,27.93168538330041,41.83409104469801,179,Hostel,1,15.123858708233648,69.16949327012813
1,4,24.602428422121967,20.0,255,Library,0,11.437796414906723,71.80670840094461
8,0,22.659680762185804,46.11808787137971,173,Hostel,0,14.390204823023252,76.09743767199133
18,4,26.186690143219607,70.98369166728351,49,Lab,0,29.821345599332677,75.5854306968577
14,1,33.95444268224385,44.74047523830919,19,Admin,0,14.284018624643558,37.266452967951196
17,2,21.016875170815247,40.661010686423346,104,Admin,0,15.860431384415307,48.995716914894274
10,3,34.70333115301696,70.3432662485348,189,Lab,0,21.534402430324572,102.89927700477394
22,6,28.716948731802294,72.26919532941254,238,Hostel,0,14.377350119111806,101.15005104112475
15,4,31.907373094306287,46.95803253990517,42,Academic,0,18.95521280909145,70.14237723400075
21,4,32.16580247012904,62.6417345111605,4,Hostel,0,15.78491781037741,29.45038306752161
16,2,32.64172487279071,41.983719029688565,247,Admin,0,9.452646270990686,97.28847150020748
4,3,28.112007940198566,49.86051785484715,65,Admin,0,9.400293569061967,53.65485711307787
11,5,28.261715623257455,27.69834538281013,250,Lab,0,25.99079448291706,122.82105023827174
10,6,32.47048337976853,60.40153219109159,127,Hostel,0,11.234741735597115,64.22957851009663
14,4,22.7935261928445,53.45629705355122,184,Academic,0,20.778275605820276,89.36900953313305
2,4,22.02770721712403,44.921090131126704,187,Hostel,0,7.882550101472942,63.4953465608423
0,5,25.6765653873793,53.619549496159856,182,Admin,0,15.527219467247447,63.625715242271276
19,6,29.440452609936624,51.77423563881034,70,Hostel,0,5.644403654130469,37.2710019118465
15,1,37.60435574969893,42.59130911811904,65,Admin,0,14.71416589882708,60.36915071014408
1,1,28.23991360223306,60.978261557004274,249,Admin,0,10.257264515629027,77.7646109581514
1,0,38.000762562464544,50.53076225700306,154,Library,0,11.651386947774604,72.39147088161917
2,2,30.57728848962418,52.98579599633611,78,Academic,0,20.50997877404938,58.271503453308625
7,3,25.73268674815315,33.09007951660068,18,Lab,0,28.65684271846538,51.42714807267699
23,4,33.73534324260461,53.11573630860862,268,Academic,0,23.47550711713522,101.52539847224861
14,6,26.78568587713974,52.310050496759956,44,Hostel,0,17.37736757168798,47.52007833855544
6,4,29.256047242209466,42.61578879547892,261,Library,0,13.424685320228216,95.63671428442349
5,0,21.31814348361565,62.9731561675644,221,Admin,1,12.614547433521913,73.12195213426112
8,6,20.4566811508888,23.382872175513103,128,Academic,0,14.665869796852991,63.058822239906085
19,6,30.768277654037583,47.76702434291229,105,Admin,0,12.23788500993003,46.14126018561352
0,4,33.518644769757955,59.64931641020165,250,Admin,0,13.014305180549544,87.16237328700493
7,2,37.72833751276638,86.47763679369784,120,Library,0,14.874596167175543,70.15598502066942
22,0,23.953137793280916,34.51490597502182,229,Academic,0,14.492949782902157,101.07889101801734
22,2,35.318720624954224,56.32941194152601,280,Library,0,14.218449566252595,106.09866943950604
2,0,34.572234499884985,63.218541895002204,226,Admin,0,17.721946164367132,97.10511457724424
3,4,25.544185704816233,55.950218914676675,274,Academic,0,21.173057656110036,120.77529354254398
14,0,34.94043444728189,36.51484611503843,137,Admin,0,10.545972043295302,64.75157624312422
5,1,32.72108188142599,47.74491100219577,172,Admin,0,11.522485020854862,84.112531315434
14,6,33.7109153926979,20.0,270,Academic,0,21.15384618853755,106.08366457639167
20,3,38.836801893716,55.05798902248149,214,Lab,1,21.352347898319287,101.64267030355126
2,4,33.503309237749995,33.7616089440034,227,Library,1,11.5082930013279,76.00309812331376
20,5,17.31550935318929,61.83491411441171,106,Hostel,1,11.791439225038886,55.19854810363625
20,3,29.612802479987764,45.19866431877648,158,Admin,0,10.466088829033785,65.99704005861814
13,4,20.165992494652578,43.78727764749863,135,Library,1,21.381876833773386,70.26654529331255
19,3,28.75725035138573,57.49825386405112,250,Library,0,16.211963895104773,95.16143571684438
13,1,28.468139307276527,58.90384845435478,29,Academic,0,18.44927832229197,61.5122172767967
3,3,25.08152548619038,68.06926452828338,97,Academic,0,20.169560790269067,48.47302700951708
11,0,22.86198428413308,51.079571248103285,96,Academic,0,13.925455778692623,60.42605763322309
16,3,25.348340496263823,53.41327802682781,256,Library,0,13.287730470244215,93.27969044344374
6,4,26.314197242859567,34.20513878832388,271,Academic,0,17.75454193007353,108.99073671794068
8,5,27.34147577032694,76.72599134877794,10,Hostel,0,10.938361631006789,34.62588293683904
2,5,28.52716953068431,40.98339314469588,167,Library,0,19.703449312291884,87.92867987668498
12,2,30.926254127711335,65.87252048004319,210,Academic,0,21.980239461057298,88.23649467513675
14,6,26.437238454890228,65.98280938695734,171,Admin,0,8.36839129785571,63.73207490346533
17,3,34.398242173359975,60.998539820919646,119,Library,0,12.199483801195782,71.18511739839622
18,5,27.808807461609536,51.4391443911027,184,Lab,1,22.221714945050472,103.69681197424114
0,3,32.62245409286686,49.558963477166074,38,Lab,1,25.439797730782747,62.85067848583511
5,6,26.47759591304846,54.03885523989976,256,Library,0,16.600391251854013,94.1761739982161
22,5,41.7185458466843,26.441672022220224,278,Library,1,17.248403421873263,105.98884832041256
1,6,30.336320875169317,54.60851445548011,229,Lab,1,22.95676824129603,108.21069600619188
23,3,36.17649300658302,77.28626409494561,114,Admin,0,11.464902537566964,68.61300694470232
13,4,24.53029005593605,51.61222766691646,90,Admin,0,11.83235489838582,52.53940763536559
5,3,25.764248608469337,54.508897498456754,60,Admin,0,15.590822376776,60.979160665110356
13,6,26.739311736752946,39.63823690344064,102,Hostel,1,16.322627507089734,65.47211313020142
3,4,40.36499963384043,57.78530963263411,214,Hostel,0,9.694208606920757,83.41261819906795
20,4,26.936299909672,43.330462545705046,101,Admin,1,6.348729601718335,77.12270576770504
7,2,23.88282952521633,67.74784752606736,142,Lab,0,25.66696317769637,69.4880985945635
2,5,34.50453226773593,72.11992394345336,89,Hostel,0,12.088315981167053,44.2211726188942
18,0,28.29402172868134,75.39394938225482,117,Academic,0,17.117139380358754,64.82548856493909
13,4,26.90940269674592,33.346857437536684,138,Hostel,0,11.730795524843396,54.568000769877656
19,6,24.948588442610706,65.84065748478086,239,Lab,1,27.738635576413174,132.20793033632597
16,5,30.444142791010073,64.7048491733095,135,Lab,0,21.48899652752183,61.16586359600551
7,1,33.3132781680485,48.77394087568385,4,Library,0,21.54502524690063,56.30558866338278
23,3,31.94042720384068,72.89016291612239,208,Lab,0,23.84742199639113,95.41509610982456
13,6,25.60333111252309,61.21668175498279,86,Admin,1,13.897603064827237,58.60479621055619
5,1,23.061486561722063,75.5967376279973,276,Lab,0,23.99287824072087,115.76142393121785
22,6,10.0,35.98569715446186,120,Hostel,0,9.445198178322679,64.82925446978346
21,3,23.272656459118842,44.2891701503908,244,Hostel,0,13.562157864751988,88.39869732539596
15,2,26.13932729329326,56.40585319490107,89,Hostel,0,10.23794896985425,52.40824348930453
18,6,27.704800842046566,72.58885799645972,139,Lab,0,26.441297819689787,76.53720208565645
13,4,26.645943635986157,61.821991835107056,111,Admin,0,11.924407900293351,83.56401769085703
18,0,42.00438473804695,40.77493027738748,239,Admin,0,9.9161626863611,91.41732333757601
2,4,30.45682568616316,81.64513467813623,271,Library,0,16.454307659710878,101.5708903652819
9,3,21.811786369359858,50.57939232829523,142,Academic,0,23.116517698319843,89.90660769562302
18,6,31.277836992109183,41.254982406114486,206,Admin,0,11.67016628906736,80.53958611102962
8,0,29.95738360385577,43.37353909306926,118,Hostel,1,11.814313124846922,62.88463608651875
19,4,22.75044693990597,35.01639181832767,83,Library,0,17.199822595977725,69.37997915528555
12,0,29.444027766661787,21.29045335563638,250,Admin,0,13.324714251280803,72.20175480813236
6,3,30.650756315918017,53.25109866841409,277,Admin,0,11.145294834681216,94.94459505770476
